time	V(a0)	V(a1)	V(a2)	V(a3)	V(b0)	V(b1)	V(b2)	V(b3)	V(cin)	V(cout)	V(s0)	V(s1)	V(s2)	V(s3)
7.447268576165559e-009	5.000000e+000	5.000000e+000	5.000000e+000	3.618171e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.118171e+000	0.000000e+000	1.345721e-002	2.909635e-002	5.023400e+000	4.980332e+000	6.597336e-002
7.486331076165560e-009	5.000000e+000	5.000000e+000	5.000000e+000	3.715828e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.215828e+000	0.000000e+000	1.323129e-002	2.865842e-002	5.022975e+000	4.982581e+000	8.307429e-002
7.525393576165559e-009	5.000000e+000	5.000000e+000	5.000000e+000	3.813484e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.313484e+000	0.000000e+000	1.305913e-002	2.818061e-002	5.022515e+000	4.984622e+000	1.073734e-001
7.564456076165559e-009	5.000000e+000	5.000000e+000	5.000000e+000	3.911140e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.411140e+000	0.000000e+000	1.298426e-002	2.770166e-002	5.022059e+000	4.986506e+000	1.418018e-001
7.603518576165559e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.008796e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.508796e+000	0.000000e+000	1.303980e-002	2.724548e-002	5.021632e+000	4.988270e+000	1.906354e-001
7.642581076165558e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.106452e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.606453e+000	0.000000e+000	1.324956e-002	2.681624e-002	5.021237e+000	4.989927e+000	2.603716e-001
7.681643576165558e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.204109e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.704109e+000	0.000000e+000	1.366059e-002	2.642997e-002	5.020890e+000	4.991503e+000	3.611096e-001
7.720706076165557e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.301765e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.801765e+000	0.000000e+000	1.438790e-002	2.616912e-002	5.020671e+000	4.993086e+000	5.043294e-001
7.759768576165557e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.399421e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.899421e+000	0.000000e+000	1.557839e-002	2.615481e-002	5.020700e+000	4.994801e+000	6.946433e-001
7.798831076165557e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.497077e+000	5.000000e+000	5.000000e+000	5.000000e+000	1.997078e+000	0.000000e+000	1.733890e-002	2.646372e-002	5.021049e+000	4.996723e+000	9.272044e-001
7.837893576165556e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.594734e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.094734e+000	0.000000e+000	1.975681e-002	2.712940e-002	5.021748e+000	4.998886e+000	1.196723e+000
7.876956076165556e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.692390e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.192390e+000	0.000000e+000	2.292651e-002	2.815710e-002	5.022796e+000	5.001293e+000	1.503423e+000
7.916018576165556e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.790046e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.290046e+000	0.000000e+000	2.687430e-002	2.942910e-002	5.024072e+000	5.003825e+000	1.845520e+000
7.960937500000001e-009	5.000000e+000	5.000000e+000	5.000000e+000	4.902344e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.402344e+000	0.000000e+000	3.213328e-002	3.092181e-002	5.025551e+000	5.006651e+000	2.266037e+000
8.000000000000001e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.500000e+000	0.000000e+000	3.752207e-002	3.172768e-002	5.026325e+000	5.008481e+000	2.634895e+000
8.014481077190527e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.536203e+000	3.620269e-002	3.975747e-002	3.188311e-002	5.026485e+000	5.009011e+000	2.766721e+000
8.028962154381055e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.572405e+000	7.240539e-002	4.217735e-002	3.192334e-002	5.026542e+000	5.009430e+000	2.893554e+000
8.043443231571582e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.608608e+000	1.086081e-001	4.478170e-002	3.184836e-002	5.026497e+000	5.009738e+000	3.015396e+000
8.057924308762110e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.644811e+000	1.448108e-001	4.757054e-002	3.165818e-002	5.026350e+000	5.009934e+000	3.132244e+000
8.072405385952637e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.681014e+000	1.810135e-001	5.054385e-002	3.135280e-002	5.026099e+000	5.010020e+000	3.244101e+000
8.086886463143165e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.717216e+000	2.172162e-001	5.370164e-002	3.093222e-002	5.025746e+000	5.009994e+000	3.350965e+000
8.101367540333691e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.753419e+000	2.534189e-001	5.704391e-002	3.039643e-002	5.025291e+000	5.009856e+000	3.452837e+000
8.140430040333691e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.851075e+000	3.510751e-001	6.746541e-002	2.872575e-002	5.023779e+000	5.009189e+000	3.704344e+000
8.179492540333690e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.948731e+000	4.487314e-001	8.038448e-002	2.652290e-002	5.021723e+000	5.007939e+000	3.917920e+000
8.218555040333690e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.046388e+000	5.463876e-001	9.652188e-002	2.389303e-002	5.019221e+000	5.006216e+000	4.096187e+000
8.257617540333690e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.144044e+000	6.440439e-001	1.168170e-001	2.102386e-002	5.016460e+000	5.004209e+000	4.243067e+000
8.296680040333689e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.241700e+000	7.417001e-001	1.424655e-001	1.820611e-002	5.013724e+000	5.002205e+000	4.363057e+000
8.335742540333689e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.339356e+000	8.393564e-001	1.748770e-001	1.573052e-002	5.011294e+000	5.000486e+000	4.460638e+000
8.374805040333689e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.437013e+000	9.370126e-001	2.157058e-001	1.378662e-002	5.009341e+000	4.999219e+000	4.539872e+000
8.413867540333688e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.534669e+000	1.034669e+000	2.670220e-001	1.244498e-002	5.007908e+000	4.998447e+000	4.604246e+000
8.452930040333688e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.632325e+000	1.132325e+000	3.315559e-001	1.169200e-002	5.006946e+000	4.998115e+000	4.656668e+000
8.491992540333687e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.729981e+000	1.229981e+000	4.128764e-001	1.149137e-002	5.006366e+000	4.998133e+000	4.699531e+000
8.531055040333687e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.827638e+000	1.327638e+000	5.153853e-001	1.183427e-002	5.006094e+000	4.998426e+000	4.734805e+000
8.570117540333687e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.925294e+000	1.425294e+000	6.442984e-001	1.274833e-002	5.006074e+000	4.998936e+000	4.764090e+000
8.609180040333686e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.022950e+000	1.522950e+000	8.059812e-001	1.429608e-002	5.006262e+000	4.999619e+000	4.788669e+000
8.648242540333686e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.120606e+000	1.620606e+000	1.008787e+000	1.658785e-002	5.006633e+000	5.000452e+000	4.809573e+000
8.687305040333686e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.218263e+000	1.718263e+000	1.264587e+000	1.979735e-002	5.007192e+000	5.001440e+000	4.827633e+000
8.726367540333685e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.315919e+000	1.815919e+000	1.591874e+000	2.417934e-002	5.007984e+000	5.002628e+000	4.843535e+000
8.765430040333685e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.413575e+000	1.913575e+000	2.017615e+000	3.007581e-002	5.009087e+000	5.004094e+000	4.857850e+000
8.804492540333685e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.511231e+000	2.011231e+000	2.552965e+000	3.777987e-002	5.010455e+000	5.005795e+000	4.870905e+000
8.843555040333684e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.608888e+000	2.108888e+000	3.148010e+000	4.735954e-002	5.011716e+000	5.007360e+000	4.882619e+000
8.882617540333684e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.706544e+000	2.206544e+000	3.702711e+000	5.890390e-002	5.012367e+000	5.008287e+000	4.892724e+000
8.921680040333683e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.804200e+000	2.304200e+000	4.138527e+000	7.303417e-002	5.012236e+000	5.008413e+000	4.901240e+000
8.933075714315213e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.833214e+000	2.332689e+000	4.248030e+000	7.727338e-002	5.012110e+000	5.008359e+000	4.903552e+000
8.944471388296743e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.861881e+000	2.361179e+000	4.345273e+000	8.202648e-002	5.011937e+000	5.008257e+000	4.905759e+000
8.955867062278273e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.890200e+000	2.389668e+000	4.430257e+000	8.729346e-002	5.011718e+000	5.008108e+000	4.907861e+000
8.967262736259803e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.918171e+000	2.418157e+000	4.502981e+000	9.307434e-002	5.011454e+000	5.007911e+000	4.909858e+000
8.978658410241332e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.945795e+000	2.446646e+000	4.563445e+000	9.936911e-002	5.011143e+000	5.007667e+000	4.911751e+000
8.990054084222862e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.973071e+000	2.475135e+000	4.611649e+000	1.061778e-001	5.010787e+000	5.007376e+000	4.913539e+000
9.001449758204392e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.503624e+000	4.647594e+000	1.135003e-001	5.010385e+000	5.007037e+000	4.915223e+000
9.010148307430736e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.525371e+000	4.673734e+000	1.181868e-001	5.008624e+000	5.005326e+000	4.915044e+000
9.024645889474644e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.561615e+000	4.713163e+000	1.270899e-001	5.006028e+000	5.002813e+000	4.915064e+000
9.030444922292207e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.576112e+000	4.726782e+000	1.312932e-001	5.005165e+000	5.001983e+000	4.915233e+000
9.042042987927333e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.605108e+000	4.751223e+000	1.407722e-001	5.003661e+000	5.000547e+000	4.915769e+000
9.065239119197585e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.663098e+000	4.791555e+000	1.640672e-001	5.001336e+000	4.998356e+000	4.917418e+000
9.104301619197585e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.760754e+000	4.843620e+000	2.149907e-001	4.998678e+000	4.995922e+000	4.921193e+000
9.143364119197585e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.858410e+000	4.881530e+000	2.836476e-001	4.997133e+000	4.994593e+000	4.925738e+000
9.182426619197584e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.956067e+000	4.908675e+000	3.782963e-001	4.996413e+000	4.994079e+000	4.930717e+000
9.221489119197584e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.053723e+000	4.928854e+000	5.098447e-001	4.996241e+000	4.994102e+000	4.935853e+000
9.260551619197584e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.151379e+000	4.944355e+000	6.911394e-001	4.996574e+000	4.994616e+000	4.941106e+000
9.299614119197583e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.249035e+000	4.957085e+000	9.175802e-001	4.997344e+000	4.995555e+000	4.946494e+000
9.314273455832628e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.285684e+000	4.960952e+000	1.021296e+000	4.997815e+000	4.996085e+000	4.948575e+000
9.328932792467672e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.322332e+000	4.964538e+000	1.132068e+000	4.998354e+000	4.996680e+000	4.950669e+000
9.343592129102717e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.358980e+000	4.967844e+000	1.249896e+000	4.998961e+000	4.997342e+000	4.952774e+000
9.358251465737763e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.395629e+000	4.970870e+000	1.374782e+000	4.999637e+000	4.998069e+000	4.954892e+000
9.372910802372808e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.432277e+000	4.973616e+000	1.506724e+000	5.000382e+000	4.998863e+000	4.957022e+000
9.387570139007852e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.468925e+000	4.976081e+000	1.645724e+000	5.001195e+000	4.999723e+000	4.959164e+000
9.402229475642897e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.505574e+000	4.978266e+000	1.791780e+000	5.002076e+000	5.000648e+000	4.961318e+000
9.441291975642896e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.603230e+000	4.983783e+000	2.192138e+000	5.004436e+000	5.003119e+000	4.966926e+000
9.480354475642896e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.700886e+000	4.988063e+000	2.605708e+000	5.006714e+000	5.005493e+000	4.972140e+000
9.519416975642896e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.798542e+000	4.991258e+000	3.006129e+000	5.008599e+000	5.007461e+000	4.976677e+000
9.558479475642895e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.896199e+000	4.993595e+000	3.373269e+000	5.009941e+000	5.008875e+000	4.980420e+000
9.597541975642895e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.993855e+000	4.995304e+000	3.695743e+000	5.010733e+000	5.009731e+000	4.983397e+000
9.641487288142895e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.103718e+000	4.996771e+000	4.011519e+000	5.011148e+000	5.010213e+000	4.986083e+000
9.672876797071467e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.182192e+000	4.997472e+000	4.182053e+000	5.011007e+000	5.010113e+000	4.987383e+000
9.704266306000038e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.260666e+000	4.998099e+000	4.332222e+000	5.010827e+000	5.009972e+000	4.988570e+000
9.735655814928610e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.339140e+000	4.998652e+000	4.462028e+000	5.010607e+000	5.009790e+000	4.989643e+000
9.767045323857180e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.417613e+000	4.999131e+000	4.571469e+000	5.010349e+000	5.009569e+000	4.990602e+000
9.798434832785751e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.496087e+000	4.999537e+000	4.660547e+000	5.010053e+000	5.009306e+000	4.991448e+000
9.829824341714323e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.574561e+000	4.999868e+000	4.729260e+000	5.009717e+000	5.009003e+000	4.992180e+000
9.861213850642894e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.653035e+000	5.000126e+000	4.777610e+000	5.009342e+000	5.008660e+000	4.992799e+000
9.960937500000001e-009	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.902344e+000	5.000868e+000	4.896002e+000	5.008691e+000	5.008101e+000	4.994991e+000
1.000390625000000e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000552e+000	4.926064e+000	5.007911e+000	5.007358e+000	4.995285e+000
1.013354492187500e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999787e+000	4.953359e+000	5.002943e+000	5.002512e+000	4.993139e+000
1.026318359375000e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999240e+000	4.975015e+000	4.999197e+000	4.998873e+000	4.991805e+000
1.039282226562500e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.998913e+000	4.991032e+000	4.996675e+000	4.996438e+000	4.991284e+000
1.052246093750000e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.998804e+000	5.001410e+000	4.995375e+000	4.995209e+000	4.991575e+000
1.065209960937500e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.998913e+000	5.006148e+000	4.995298e+000	4.995186e+000	4.992678e+000
1.078173828125000e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999242e+000	5.005248e+000	4.996444e+000	4.996367e+000	4.994593e+000
1.091137695312499e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999789e+000	4.998708e+000	4.998813e+000	4.998755e+000	4.997321e+000
1.348950195312497e-008	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999995e+000	4.999973e+000	4.999973e+000	4.999973e+000	4.999970e+000
2.200390625000000e-008	4.990234e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999454e+000	4.999388e+000	4.999388e+000	4.999388e+000	4.999388e+000
2.300468749999992e-008	2.488281e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.988281e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000528e+000	4.994268e+000	5.002092e+000	5.002092e+000	5.002092e+000
2.308906249999980e-008	2.277344e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.777344e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000711e+000	4.992040e+000	5.000775e+000	5.000774e+000	5.000774e+000
2.317343749999969e-008	2.066406e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.566406e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000895e+000	4.984531e+000	5.000276e+000	5.000275e+000	5.000275e+000
2.325781249999957e-008	1.855469e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.355469e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.001081e+000	4.971742e+000	5.000596e+000	5.000596e+000	5.000596e+000
2.334218749999946e-008	1.644531e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.144531e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.001269e+000	4.953673e+000	5.001734e+000	5.001735e+000	5.001735e+000
2.342656249999935e-008	1.433594e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.933594e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.001459e+000	4.930323e+000	5.003691e+000	5.003693e+000	5.003693e+000
2.351093749999923e-008	1.222656e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.722656e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.001650e+000	4.901693e+000	5.006467e+000	5.006471e+000	5.006471e+000
2.359531249999912e-008	1.011719e+000	5.000000e+000	5.000000e+000	5.000000e+000	3.511719e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.001842e+000	4.867782e+000	5.010061e+000	5.010068e+000	5.010068e+000
2.363736136300135e-008	9.065966e-001	5.000000e+000	5.000000e+000	5.000000e+000	3.406597e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000565e+000	4.838792e+000	5.007349e+000	5.007345e+000	5.007345e+000
2.367941022600358e-008	8.014744e-001	5.000000e+000	5.000000e+000	5.000000e+000	3.301474e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.999359e+000	4.806161e+000	5.004353e+000	5.004352e+000	5.004352e+000
2.372145908900581e-008	6.963523e-001	5.000000e+000	5.000000e+000	5.000000e+000	3.196352e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.998223e+000	4.769888e+000	5.001075e+000	5.001087e+000	5.001087e+000
2.376350795200804e-008	5.912301e-001	5.000000e+000	5.000000e+000	5.000000e+000	3.091230e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.997157e+000	4.729973e+000	4.997513e+000	4.997551e+000	4.997551e+000
2.380555681501027e-008	4.861080e-001	5.000000e+000	5.000000e+000	5.000000e+000	2.986108e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.996162e+000	4.686416e+000	4.993668e+000	4.993744e+000	4.993744e+000
2.384760567801251e-008	3.809858e-001	5.000000e+000	5.000000e+000	5.000000e+000	2.880986e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.995237e+000	4.639217e+000	4.989540e+000	4.989667e+000	4.989667e+000
2.388965454101474e-008	2.758636e-001	5.000000e+000	5.000000e+000	5.000000e+000	2.775864e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.994383e+000	4.588377e+000	4.985128e+000	4.985318e+000	4.985318e+000
2.389942016601474e-008	2.514496e-001	5.000000e+000	5.000000e+000	5.000000e+000	2.751450e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.994260e+000	4.576256e+000	4.984320e+000	4.984537e+000	4.984537e+000
2.400000000000000e-008	0.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	2.500000e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.993355e+000	4.443965e+000	4.977081e+000	4.977876e+000	4.977876e+000
2.404859322683915e-008	0.000000e+000	4.878517e+000	5.000000e+000	5.000000e+000	2.378517e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.993182e+000	4.369470e+000	4.974802e+000	4.975747e+000	4.975747e+000
2.409718645367830e-008	0.000000e+000	4.757034e+000	5.000000e+000	5.000000e+000	2.257034e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.993034e+000	4.298529e+000	4.972052e+000	4.973947e+000	4.973947e+000
2.414577968051745e-008	0.000000e+000	4.635551e+000	5.000000e+000	5.000000e+000	2.135551e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.992912e+000	4.231144e+000	4.968833e+000	4.972476e+000	4.972476e+000
2.419437290735660e-008	0.000000e+000	4.514068e+000	5.000000e+000	5.000000e+000	2.014068e+000	5.000000e+000	5.000000e+000	5.000000e+000	5.000000e+000	4.992817e+000	4.167313e+000	4.965142e+000	4.971333e+000	4.971333e+000
